IRWIN_ID,latitude,longitude,datetime
a041e4ec-01b0-46a0-a15c-6d5d1ec5e9ee,36.6777999990959,-83.5617,2014-03-10 18:00:00
3bb721c8-07e3-42fa-b7df-049c2767e00c,41.963899999062,-92.6278,2014-03-31 02:15:00
4e9c43c1-1a80-4512-bf8c-607a2931afad,45.2030999990569,-119.174,2014-04-07 21:21:00
7d8934d8-c07f-4cf9-8f68-7ae3bfca1786,40.2988999990692,-102.256,2014-04-08 21:00:00
d0ccb916-093d-4e6f-a4a5-4b230707d345,32.1032999991502,-112.068,2014-04-10 13:10:00
87b5386f-d08c-4aa4-a842-0e4f85cffb20,48.6627999990647,-112.382,2014-04-12 00:01:00
cb8b5353-b991-419a-8bd0-aacda2122651,37.1902999990912,-107.888,2014-04-13 00:46:00
5db2b341-1f1f-432c-8509-806dedc2a732,39.7574999990723,-105.141111111,2014-04-14 17:03:00
e4b1924b-fceb-445a-afb0-1999df5b23c4,36.5755999990969,-97.1414,2014-04-16 18:00:00
c7ef8dc8-d4a1-4fad-b590-9b41e2db4cd1,32.11779999915,-110.972,2014-04-17 21:48:00
14ad9e52-d197-4413-aae9-3fa6af2d8a99,31.7996999991545,-112.554,2014-04-19 01:46:00
f26945ee-da2b-4e05-9e8a-72294df69d0c,38.9210999990776,-120.056,2014-04-20 19:47:00
5724a8c1-c738-4e4d-a2cf-7cdcee93fe95,25.6331999992635,-80.5269,2014-04-21 21:00:00
122836b9-88eb-4217-a453-e1581371df25,26.2277999992514,-81.0389,2014-04-22 10:30:00
4506484d-f2fb-46f4-8b10-a92b587553cd,45.6891999990571,-96.9503,2014-04-23 01:10:00
ee3c5878-08b0-4079-9d81-99077ab0b993,44.434399999057,-121.931,2014-05-02 05:00:00
20ee84a6-4815-4e46-a82e-5a58e0c91134,32.3416999991468,-104.122,2014-05-10 18:38:00
edaf04b8-ba40-459f-9783-aec192cd5610,33.753599999128,-116.712,2014-05-11 03:20:00
785f5e64-ab20-4fe9-a3fa-b1f1c80e742c,39.8246999990719,-77.2469,2014-05-13 00:10:00
6d7c6e60-e82c-43af-af87-1efcaea8585e,41.959399999062,-92.6047,2014-05-21 00:45:00
34dc0639-3925-4785-a062-61562547483a,46.6239999990585,-121.294,2014-05-22 00:15:00
e13b6b55-ddb5-434d-925f-688317a43ead,48.8371999990655,-99.7408,2014-05-23 00:10:00
c9310359-2a41-4239-9b43-8a199a8e7308,40.6715999990673,-108.72,2014-05-24 00:00:00
071961fc-9454-44c0-9c67-29af59963896,26.1605999992528,-80.99,2014-05-25 01:00:00
a9abe26b-e0ca-430c-a2c5-0c4dd43f5f86,39.8207999990719,-119.747,2014-05-27 00:15:00
d9b7b14d-e28f-4633-b63e-49f0e51a9612,46.4618999990582,-114.204,2014-05-29 00:30:00
8ba3b57f-75ab-4e96-8b3e-e58cb72e07a1,37.2482999990907,-113.616,2014-05-30 00:07:00
3b4dabb7-3572-445c-85b0-9034c0cfd757,40.7635999990669,-108.842,2014-05-31 00:03:00
89ee59a8-bab5-4424-93d1-32868baa8ae5,41.7259999990628,-117.721,2014-06-01 00:04:00
c323edc8-d012-428a-b36e-16d1b9952ebf,39.8689999990716,-120.444,2014-06-02 00:00:00
61b51c04-4dd9-4c96-ae71-e68d6daef58c,43.8732999990575,-115.904,2014-06-05 00:01:00
df7c4779-1baf-4cbe-8de8-d92e95e53dcf,34.4205999991199,-112.611,2014-06-06 00:21:00
b35fd80e-693e-450d-96e6-8d7837359548,35.8666999991039,-110.064,2014-06-07 00:00:00
24df06e2-5379-4120-8ebc-faeb229ddd74,37.568599999088,-119.887,2014-06-09 00:03:00
46a64a8d-0532-4ded-bbe0-fe90f22cd52a,38.8430999990782,-119.675,2014-06-10 00:33:00
9d83c99f-c7ea-4c0f-9234-800551bfbe37,39.5557999990735,-111.922,2014-06-11 00:00:00
06591f93-78d0-42b3-a659-a72d981dd431,46.5107999990582,-113.912,2014-06-12 00:00:00
006f9720-3274-42a9-900f-797532230440,29.2744999991947,-103.259,2014-06-13 00:00:00
8ad27527-6914-47e8-a3a9-7142dfd5aeec,44.347799999057,-117.193,2014-06-16 00:19:00
88b120e8-86b3-45cf-8d65-e6278139dab7,33.6246999991297,-111.559,2014-06-17 00:00:00
c20c78fa-8c99-4e0b-be12-011d82b84704,33.1560999991357,-108.11,2014-06-18 00:02:00
6d1c1ee8-8f9b-40cc-ae05-4971f257d261,39.9532999990712,-120.883,2014-06-19 00:10:00
674f8dc4-ee55-42fd-a3ab-e004e58bc63a,34.580799999118,-118.704,2014-06-20 00:12:00
a3d4203e-0e5f-42d1-9521-d1490fc37293,43.9041999990575,-116.23,2014-06-21 00:00:00
156fa5d1-f898-4a13-b2bc-c23588b34583,37.933299999085,-120.152,2014-06-22 00:03:00
69f531f9-f4df-4ce9-a4d9-217ebf740f89,39.7626999990722,-108.27,2014-06-23 00:01:00
f60c3bcf-5ea2-40a0-aa41-573abd58290d,47.1288999990595,-114.429,2014-06-24 00:00:00
58884234-7c3e-46bd-9988-540ad2e998e1,38.2738999990823,-120.501,2014-06-25 00:19:00
a32a549a-0e11-4a03-8fa1-d2d93c69f6cd,39.023299999077,-109.1,2014-06-26 00:08:00
d6b96c0c-4a9d-41a4-84d5-b02138cd67b5,44.6074999990569,-101.501,2014-06-27 00:01:00
f37636c2-4156-4273-9d42-961f30e0c413,41.7777999990626,-123.327,2014-06-28 00:00:00
488687a6-38cf-4298-81e3-e0c767e3418f,38.3674999990816,-105.713,2014-06-29 00:00:00
da52d228-6b2a-4fda-9703-6239101a8ce3,37.6068999990877,-120.28,2014-06-30 00:47:00
00403eca-81d6-4df0-a3a1-f71b1c4d2d3b,43.2463999990585,-102.821,2014-07-01 00:04:00
2accf83a-af3c-46be-b0fe-fbe340738c86,40.7266999990671,-120.818,2014-07-02 00:03:00
76897f90-1932-44e5-90cc-8cfa2c6002e2,36.8527999990943,-113.576,2014-07-03 00:09:00
6849729c-1235-40e5-9ae1-df59ad3448eb,45.0382999990568,-101.564,2014-07-04 00:00:00
a2b47721-6748-4f09-b24e-c7bb374d0730,47.3499999990602,-124.3,2014-07-05 00:00:00
2201c715-68d2-4473-bf01-597f7b74921f,37.2527999990907,-108.757,2014-07-06 00:01:00
b2c85263-abcf-405e-97e6-4b5b4c89d04a,37.6013999990877,-114.624,2014-07-07 00:00:00
64fe5bb3-f822-40d3-915d-50a9d55f1024,44.0727999990572,-99.5028,2014-07-08 00:00:00
a93d28a4-6c08-407f-a7c9-1855728eaf24,39.4855999990739,-120.103,2014-07-09 00:03:00
7e6aa1d5-390b-46ce-993f-15efc3302644,43.7957999990576,-119.236,2014-07-10 00:01:00
8278001d-96b1-4dd7-87f5-ae4ff2ad8ff8,44.7577999990568,-121.284,2014-07-11 00:02:00
3c9a8327-8814-4c51-b015-3a18929c38c2,42.60639999906,-112.207,2014-07-12 00:00:00
0278812d-e48e-4ce4-af21-d77d87316937,38.9910999990772,-106.48,2014-07-13 00:02:00
8e23addd-d789-49fd-bbd1-7311146ede3e,38.0107999990844,-107.382,2014-07-14 00:02:00
b2cfb3ec-19ed-4119-8c50-a323e934697c,41.8177999990624,-107.776,2014-07-15 00:04:00
49b9d661-1e9d-4ee2-81d0-4f435b7d013c,48.964999999066,-121.751,2014-07-16 00:00:00
0d19ad5f-d47f-4331-be03-d22d92153aa5,37.9091999990852,-114.343,2014-07-17 00:00:00
f94fa603-7b7b-46da-aca1-0f034b59972d,35.1446999991116,-112.46,2014-07-18 00:00:00
8e54dfb5-03e4-40e2-9f2b-06ef1abca2da,39.8392999990718,-120.114,2014-07-19 00:00:00
bb298200-2485-4cbe-81cf-6299ca6f044d,38.0910999990837,-114.607,2014-07-20 00:08:00
a2440fcf-0828-4833-ba0b-4bb6c9ecc4c1,41.4349999990639,-111.479,2014-07-21 00:03:00
bf9cd599-a5f9-4e0b-8efc-8d8043d93f5a,38.3413999990819,-119.489,2014-07-22 00:00:00
09137c9e-cc57-4f50-baf1-29fa37460d5b,44.3196999990571,-120.277,2014-07-23 00:00:00
703b5846-3228-4a39-8226-95aecd394682,44.0752999990572,-103.374,2014-07-24 00:00:00
c7a6176a-ce9e-4fe4-9963-1f3eb431780b,40.349999999069,-109.067,2014-07-25 00:05:00
8020f037-41a3-43db-8cff-96cfbe5a77c5,37.2932999990903,-112.892,2014-07-26 00:02:00
066c7198-f2e6-422a-b573-f948a9b0bc65,34.7988999991155,-116.51,2014-07-27 00:18:00
5423ce3b-ec59-48f4-a187-2f69a074f7d3,38.3627999990817,-119.343,2014-07-28 00:00:00
b4db5309-6db5-4bed-b1c8-2618a0ca305e,36.562199999097,-112.23,2014-07-29 00:01:00
2a955f97-b296-4253-b0e8-cd3e6f158287,44.1136999990572,-121.569,2014-07-30 00:00:00
88f327b5-3043-47a9-8048-cd66d9b1363e,41.9116999990621,-122.929,2014-07-31 00:00:00
2df53a3f-2537-417e-8e59-2c5275a52740,44.0009999990573,-115.72,2014-08-01 00:00:00
312e3c68-df8a-4873-8a69-8b5e8c6f81d0,43.3964999990582,-122.381,2014-08-02 00:01:00
20627dd9-8773-4cdc-9aa2-cfcc73980f5b,47.4130999990603,-121.522,2014-08-03 00:00:00
a80fe2fa-3514-4b77-a998-c784837d054f,48.4341999990637,-118.908,2014-08-04 00:02:00
2becded3-123e-477e-8598-e60b95345727,46.1871999990577,-84.9808,2014-08-05 00:05:00
f53170c1-bdd3-4ecd-bd06-b034df5e48c8,45.9616999990574,-121.887,2014-08-06 00:00:00
