latitude,longitude,datetime
38.84698754115048,-100.24498459980913,2017-10-29 08:40:19.981057
41.175263520351024,-117.20166884910054,2015-09-02 19:36:28.728173
24.919448842181673,-104.30167709467482,2015-02-22 10:04:45.748780
45.83575700211604,-93.02935025860583,2023-06-02 07:44:44.857009
31.660765099866342,-81.49380877000905,2016-10-01 16:08:16.899069
27.66591258825309,-70.29592919016523,2023-11-15 17:04:12.706309
33.425427536560235,-72.32613568211215,2020-06-15 11:45:14.597490
27.502670144921645,-107.118288806456,2019-02-28 05:02:22.409337
39.65744513610804,-96.96084533902315,2020-08-13 19:29:55.803239
40.641748744520676,-118.13321679612027,2021-07-05 16:17:44.318988
37.195392283962235,-101.5757253897275,2014-03-24 18:09:22.341975
24.413123919765233,-72.78410238812762,2020-08-22 03:59:39.939934
48.50812074015792,-98.42876775831157,2019-07-02 07:45:10.007041
49.14315680501879,-112.6641802133808,2021-01-07 07:56:45.523546
33.023273275752295,-105.9407304990041,2019-05-07 07:25:09.146669
42.162204489017256,-105.68921212395364,2014-11-09 19:52:12.845986
43.304353693108474,-86.55400169701156,2021-01-28 15:42:00.337288
44.18006180309291,-74.20808118819916,2023-06-18 20:49:52.727988
28.771204015402564,-85.04919400520416,2014-08-27 12:26:47.180396
41.060491695397246,-102.78823739118083,2014-04-06 09:18:41.738582
30.367901315596292,-92.83746503969017,2019-03-19 11:17:41.903949
48.14195699136831,-113.90167565246105,2015-02-11 18:20:52.791998
24.84426112263688,-68.07840072254436,2018-09-25 19:52:56.211605
41.321962133697326,-107.01497659277375,2015-01-31 18:10:52.000233
28.40994213904249,-91.31589639325702,2023-02-26 18:47:00.561334
41.8276994657643,-77.40269305650685,2019-12-23 02:17:48.500144
39.92275215511218,-80.06856168755328,2018-12-25 09:40:19.688258
29.782610810002204,-110.37951685584707,2017-10-05 17:39:32.935478
34.17322613487345,-81.53016399604324,2014-06-25 19:26:19.372181
30.43127940674119,-69.49811071755347,2021-12-16 00:40:33.611170
30.24759799376895,-88.64874833638041,2014-05-30 21:41:27.867637
34.01655055338446,-72.13873770558449,2014-10-16 04:57:09.477348
33.127310385816315,-122.60681424141815,2019-06-05 00:16:11.883375
35.63470954257204,-110.10812168190908,2016-02-19 01:52:03.616190
45.100458185401756,-69.62851303930746,2018-01-17 07:10:43.478950
39.208915883053514,-75.48923343670509,2023-09-12 18:19:14.572692
33.27897373974067,-84.12786111534534,2018-06-27 14:47:15.666379
38.79608581776105,-123.56314548480562,2017-09-09 04:40:36.598074
38.646298644527405,-123.00238412502816,2017-05-15 22:29:22.424280
42.29360214868611,-72.57769169668047,2016-04-30 14:05:19.140504
43.03647139849177,-124.13745734466207,2019-02-26 06:24:40.773947
27.74660478891856,-92.63023174082556,2022-03-28 07:20:52.699719
26.195027882341666,-75.38736504836801,2019-10-12 00:51:50.426275
48.72942113378299,-108.24837419488017,2016-08-07 22:15:11.449502
37.44449189917096,-85.27676222593499,2022-11-18 23:23:18.894741
46.35022482874507,-86.48746019052683,2016-07-22 19:43:07.896514
37.57733511711467,-118.27510922414183,2021-06-07 03:17:48.055792
43.16602574743615,-107.54098018449835,2017-09-21 10:33:08.471192
26.195791461410405,-109.99423292422503,2016-11-07 14:59:31.740057
44.85063619018307,-101.50705070814077,2017-01-18 15:21:35.368228
36.318917987211094,-71.44301052609728,2021-03-10 12:02:24.647643
40.90185600114143,-68.0108798187446,2018-02-22 17:04:10.437750
36.92747338587713,-124.1378968535207,2014-11-17 02:42:53.799689
41.282558391366805,-86.34599108350608,2021-09-16 05:23:37.967768
40.65088916551913,-82.64665452085836,2022-06-28 01:23:06.997068
42.819220793727276,-123.1303872758187,2022-12-11 08:24:44.923449
34.410662761776614,-116.27192539309682,2023-08-20 03:48:59.948889
34.30709744862077,-74.1900826642248,2015-03-26 02:27:57.702609
27.778775441689085,-91.48352669390279,2017-02-17 11:10:16.492923
30.223829017208743,-85.9555149674648,2020-10-23 20:19:50.938103
36.099949714281486,-104.98502425128495,2018-11-20 08:45:48.261750
29.52833795684853,-75.58483785401856,2015-05-16 15:43:43.915886
30.993136557968178,-102.3702049306251,2019-02-15 10:38:07.525336
25.208133671447683,-113.65836954943114,2014-06-26 08:49:29.295881
32.016005344161464,-86.81084992949891,2015-02-11 12:35:10.161251
37.58469259082272,-113.89288548768616,2018-01-27 03:35:52.804558
43.675167631048595,-85.22626763777392,2017-06-30 06:58:25.273873
42.329855758341914,-113.34933837894943,2022-02-05 14:37:52.055036
33.46097974754835,-109.73162410485217,2018-07-09 16:33:24.430397
44.12180063347985,-106.0721689114934,2017-03-23 11:32:52.323740
33.426719792718245,-101.94016712838435,2021-02-22 18:55:42.896520
31.43118378447688,-96.70826610818756,2017-09-02 09:55:14.047872
34.55662347737391,-87.44083375557312,2023-12-03 10:53:47.300887
28.09075841210611,-99.20912033108037,2020-12-25 09:59:23.053566
38.74937866976915,-69.65453783344532,2023-08-01 02:24:02.077187
43.12586868994153,-122.61643768508509,2020-03-11 12:14:53.470034
44.15575249969993,-123.73687511729277,2017-05-18 08:47:13.699652
48.591318005417264,-101.6878018394189,2021-09-11 10:21:57.959048
30.99343229093963,-80.66809574916249,2020-01-23 23:10:54.112676
35.76401873632868,-106.07368993914197,2023-07-20 04:51:47.329171
38.94296923382796,-91.21718753124519,2015-10-07 16:44:34.638345
49.11865276634026,-86.3503372773144,2014-08-08 03:43:26.327451
24.460497084410758,-114.03014421148528,2023-05-23 08:06:19.536922
36.401263402392765,-108.7680094049192,2017-01-01 12:48:15.011085
43.5626212328556,-117.13447402495217,2017-07-28 16:49:08.880400
36.702344486385634,-71.16577516643437,2022-07-19 15:45:11.713787
40.37618902881398,-71.21597999340725,2023-10-30 07:17:52.844001
40.942740154437416,-76.22889185168984,2016-10-28 08:33:11.864193
48.81170525736104,-112.22787417089536,2018-03-11 19:23:09.503162
27.565383344227754,-85.05040282875785,2014-08-11 01:06:56.251958
25.000302464648822,-70.54779604542534,2017-06-26 18:41:39.033824
34.842548130615,-116.28539322177933,2022-11-13 19:10:53.766716
33.48287192595467,-77.71802038913532,2017-08-20 04:18:35.498128
27.04204691737508,-77.44837518109753,2017-01-01 02:38:06.929344
34.071292944569,-74.75131749835366,2019-07-12 23:44:16.440574
37.12960972216954,-95.49402235644918,2022-11-30 03:42:22.351222
32.085879491805734,-99.10117589998298,2022-08-29 14:05:06.122254
31.238624706061447,-79.70517526761012,2023-11-14 15:09:10.040121
36.21917917546009,-73.84244032010196,2019-04-04 11:17:44.493322
43.033563445040976,-85.45241020130688,2015-02-26 13:58:16.842494
45.20835877785965,-123.01680069447825,2016-05-29 14:39:14.095157
43.23671613465844,-69.9855981788838,2016-07-30 21:00:34.296042
31.938186175085107,-119.48454096304717,2020-10-27 21:52:50.069999
36.46413666635697,-115.66139186717575,2022-09-21 14:58:18.188420
31.157032419403222,-71.19771290985327,2023-01-02 12:03:16.966391
24.78805720703061,-106.29094056232086,2018-12-18 03:38:41.214071
46.79829173723459,-95.66115786829405,2016-05-29 01:13:57.556501
44.28339609666281,-119.6693557157158,2018-10-09 00:09:13.629645
36.17175375925578,-121.74084087353359,2018-12-15 15:29:48.625193
46.416190224230704,-69.43847215402451,2019-09-05 23:10:51.520601
26.91366272353674,-89.33607112453345,2015-11-16 20:11:23.392078
46.96969809487693,-87.59514567483441,2014-07-10 09:55:55.717746
32.9363638102268,-124.55323768934613,2016-05-18 05:03:47.607807
46.26843791169638,-73.88267305843279,2020-02-28 17:06:00.884501
44.3271980081152,-111.80988216471465,2020-03-08 00:54:45.505277
34.391261888787156,-71.38069285665931,2016-10-30 08:10:40.040046
41.456480054353165,-73.383834398413,2016-07-02 18:14:43.994372
45.56229037228299,-103.9618786282707,2023-06-14 13:21:05.003259
34.769623430770956,-88.12327751401735,2016-11-23 14:21:08.011155
34.951084916506886,-111.87756103079799,2015-02-12 01:58:29.550088
34.23406264993589,-100.36668698129259,2023-04-17 09:34:13.423270
27.401054820276812,-111.82049367675563,2018-04-22 12:09:02.868784
40.08145461818296,-80.59252916318164,2015-06-19 23:36:10.035349
