latitude,longitude,datetime
47.74556228167856,-111.26885722080043,2018-12-03 20:26:10.276565
46.89446918207379,-95.20477796932411,2017-10-06 03:14:14.378854
48.82845300759995,-119.12792256404506,2017-04-03 11:18:05.232389
38.64342026318596,-115.82297723343389,2015-08-07 17:33:56.644545
46.83266647734605,-97.90468746692338,2020-04-18 03:46:35.366401
45.08507101916484,-104.53835900287041,2020-05-14 20:44:15.744351
44.90363008178138,-107.06328634845904,2018-04-23 12:53:40.338484
40.306459245404156,-120.64167023523092,2015-11-22 16:29:30.113046
43.60292266609662,-70.47888255646129,2014-03-09 21:04:22.517105
43.32578525626512,-100.14541852051818,2024-03-14 10:24:56.576940
31.231965491788905,-89.09696852937755,2018-12-05 10:37:22.829187
33.188051486122355,-88.47106448264566,2014-05-16 18:08:52.565078
36.28056060268493,-82.80887352666957,2019-02-05 17:48:21.978637
42.492884237501144,-73.8649887164535,2018-02-02 06:48:53.376506
40.62349004933424,-86.06593949611431,2017-06-02 15:26:44.306115
46.24435918912751,-120.2519734894073,2018-07-03 22:54:05.213276
37.1434634382192,-116.91593248511765,2020-10-31 05:38:38.110997
34.98726533568796,-86.49065355827372,2018-04-24 21:51:48.866990
39.135854109895064,-101.67982507552243,2024-01-01 02:10:44.105174
42.64597954411198,-105.45340055103307,2016-03-29 09:32:22.557900
44.802723765034415,-115.47291045980967,2024-01-05 02:34:20.267524
39.952132677449825,-82.4096558295551,2014-06-12 05:09:54.312130
46.55545156335744,-99.82709044306606,2021-10-11 22:02:54.878063
44.26182184673786,-94.57691632883748,2014-08-26 15:43:06.093701
32.22479305826356,-87.89135081815215,2023-04-06 03:02:09.950956
44.70282684532987,-122.50735097016313,2022-03-28 04:32:35.012080
46.45983800263765,-118.51951412041541,2023-05-26 12:00:57.133681
31.492123407986185,-103.4981023234109,2019-12-05 18:20:01.214872
37.2414452206628,-77.10243383243716,2020-12-28 07:14:35.699815
36.65709297935945,-117.0389259279456,2022-01-02 04:39:46.551234
31.25098960718571,-86.50296343846993,2021-07-10 20:13:37.059219
29.536319992374086,-98.55613284520425,2023-08-22 11:29:10.690383
41.87920750618788,-119.38303145102651,2020-01-24 20:40:06.287796
40.170817994211376,-121.2926797871445,2016-10-30 05:13:33.157472
36.999890646103516,-85.17777472915178,2019-11-16 02:29:39.781458
39.404879467831286,-78.98459586548164,2015-09-06 01:24:51.186568
34.44982235327769,-112.16659731618032,2014-05-25 20:51:09.302922
47.655386438970915,-116.38378485381168,2021-07-11 01:19:13.778432
36.86979619726974,-110.87066695042866,2020-05-22 06:45:00.765551
31.773600649048156,-105.2552723468915,2024-06-01 08:04:15.916657
44.69103511229105,-119.46549169205637,2016-09-21 12:47:03.543292
31.64506126626331,-99.02904524479672,2016-07-10 16:14:23.397999
35.97280496516606,-117.94343936811752,2021-08-21 06:03:11.904083
35.68637216258608,-79.25054981910061,2015-11-26 11:07:02.634530
36.88739944307442,-112.542450510418,2019-03-13 02:34:25.495537
43.35306781337276,-98.32859974434068,2014-10-04 12:36:30.777523
33.79438793183319,-100.98464948438428,2015-03-19 22:11:01.421081
35.983688734116484,-96.41175819496652,2023-10-24 00:33:51.000130
36.83262662327497,-101.44044241031638,2023-11-18 08:36:23.746520
42.18891247029128,-79.83692407807573,2017-10-20 18:36:00.390356
38.63033464354272,-80.09324309583744,2018-10-22 00:58:13.960020
40.00895994921009,-87.66442445412957,2022-06-08 14:19:38.116228
34.19193754701336,-113.73303689864083,2014-09-05 10:24:26.012871
41.13137600549656,-123.66071441778818,2014-04-21 11:06:01.867227
45.7763887825343,-102.03378905444605,2021-03-11 19:03:36.221635
42.43043912903165,-100.85138875977304,2020-05-19 13:39:06.142938
48.692577592470556,-120.81522221872821,2014-09-14 09:58:52.528655
36.35509679370863,-78.51014810984124,2021-04-19 04:55:01.851748
32.79875589405379,-94.96681944659004,2017-01-15 21:22:47.311742
46.05928178533901,-105.68914082415262,2023-11-21 04:05:37.892753
39.52211727804957,-74.95237485085775,2020-02-26 05:56:38.578804
44.9128748936227,-87.81881813532935,2016-10-06 14:45:05.521860
29.85366497679648,-93.66471368608015,2022-12-05 06:24:24.274610
34.39441176823946,-112.08758900827826,2023-01-27 02:42:15.602918
40.31409094229594,-83.93452913557981,2019-11-18 18:04:05.707546
45.81175692059054,-97.92701755675387,2023-09-28 01:12:57.210305
31.91705403307021,-102.53628959497915,2014-06-14 12:03:14.380352
36.05056925071228,-119.37832384011843,2014-04-11 01:36:12.360748
33.975684560591006,-116.7196920354875,2014-06-20 07:55:12.513621
38.767129062884955,-88.06084416889789,2015-08-05 12:31:46.974607
32.641498270082224,-116.39625476530779,2024-11-09 13:04:16.123147
46.03064462360355,-85.33531856423633,2022-09-18 00:13:29.307322
38.48285009810171,-76.63053657821149,2015-07-23 16:57:58.709967
40.57381788379412,-83.772361394867,2023-04-25 22:50:57.192730
47.82895539928866,-98.72367717556831,2023-06-02 03:40:02.780426
46.83539436529544,-97.55568034242974,2021-11-28 22:42:42.587749
40.306713047935155,-104.44604752431333,2021-05-26 21:29:26.956571
44.5732692839933,-118.85509910175736,2020-10-10 04:49:26.286525
40.392921294022415,-79.31330871876217,2022-08-19 15:35:00.685293
36.563513464733425,-121.95181376837368,2022-08-01 01:21:00.412523
37.2681643016756,-108.97625433633907,2015-11-26 14:17:20.144234
44.87105518984971,-96.23977538041365,2016-04-12 17:41:04.071071
47.3117763010836,-115.69906872763113,2023-02-22 08:21:18.311052
36.57222234144511,-91.78655588612186,2016-01-31 03:46:48.344002
47.63068508308091,-115.64849109615355,2022-10-26 15:37:30.712181
38.48534853067603,-117.54711604173667,2022-05-20 23:06:50.866198
35.904806612456674,-91.47731949008153,2021-04-18 00:09:00.855013
41.786000556630725,-77.72784987002024,2018-07-10 20:18:13.345621
43.76499786605437,-87.02381107512002,2014-04-26 20:32:21.885737
40.439489278329475,-106.45648152001816,2015-01-02 19:58:06.783841
32.64236839210638,-81.25037935478025,2017-07-30 14:58:56.368631
35.49299649635027,-107.53496751832964,2018-08-05 12:57:41.028608
38.05512056910734,-76.62156790771806,2015-09-25 21:24:18.694493
39.83248015191489,-117.42717111501047,2019-11-27 17:35:32.232651
44.95465308929458,-70.05931345088518,2019-12-01 02:27:32.886229
28.874817848270162,-96.0827717867005,2017-07-04 20:04:44.289312
42.1370592315878,-117.431733050683,2015-01-30 04:29:10.211172
34.32076155232261,-99.00669799958155,2018-05-15 03:07:46.303582
44.97564141009917,-102.79531343290888,2022-07-01 15:04:30.990967
42.873456194112414,-111.35210482145834,2019-01-08 23:18:03.740186
41.64326712043626,-87.82756334293455,2019-11-06 16:49:47.292378
33.45781972758309,-91.3167768009601,2021-07-13 19:56:23.925604
38.32437017201465,-91.9058755498254,2023-08-16 21:35:49.930758
31.856845943896978,-103.64018815432757,2019-09-20 20:04:02.015259
33.24307699535192,-92.19523441593802,2016-05-02 07:48:45.768384
36.227708803203875,-110.00071621479691,2024-12-08 14:25:40.129563
31.721260522091185,-94.31082957779276,2018-06-23 08:09:46.680397
38.86275434539587,-116.4871767492385,2015-06-28 13:03:56.139769
42.28182379005595,-93.7065983663603,2015-09-04 14:12:06.413415
34.21105738976918,-114.77596182304246,2024-12-28 17:15:57.301004
41.72754607876053,-94.89122973933395,2024-03-25 02:21:41.193246
30.10879964453263,-93.41048501698293,2015-02-20 05:36:30.580070
35.75322276802506,-90.07933169192239,2017-06-10 18:55:29.599055
34.31721538562667,-110.80017889523432,2015-01-02 11:01:58.997149
44.911177173397434,-106.74461078947556,2021-03-28 07:55:28.509744
33.12186920419767,-102.3604120515628,2023-06-19 20:01:21.848983
46.91184755850212,-91.18322021011278,2024-01-25 17:43:57.021787
43.177671822564925,-92.58197560544875,2018-05-05 11:39:57.384679
46.85470508518212,-117.1158893729997,2020-08-09 04:52:05.674911
41.97091478158706,-70.91858344732262,2021-06-25 06:04:21.112676
41.168860765448926,-75.80724252720624,2022-10-24 17:59:22.254039
33.48039036386973,-116.19350106007701,2024-06-22 01:02:00.293068
42.811056394919476,-108.9256849228301,2022-02-05 18:00:20.381130
32.135646425945914,-101.00575110296859,2014-09-06 21:22:56.741514
38.812989053555796,-121.0161117770279,2023-03-21 18:10:34.555665
41.48339306685027,-117.31286129088087,2020-07-26 18:01:38.962432
30.20201420696286,-84.66166651775674,2022-02-01 01:55:16.548791
35.686635372422465,-115.12209544908579,2018-05-30 22:36:29.186281
37.428977258150894,-119.33840772970309,2015-03-10 17:46:39.325429
43.605349429441034,-104.36340386577884,2018-08-27 14:57:03.672672
39.009390746577026,-116.38295392893052,2015-12-24 04:58:15.642321
42.748077685721064,-91.20485444264311,2015-04-15 10:48:27.782159
40.51748646654046,-97.81426690070023,2022-09-12 02:26:32.678798
40.16665814675599,-78.44153740061206,2014-04-27 15:12:12.292363
31.028120085053416,-97.11501213853417,2024-07-25 20:19:22.737499
35.922914011255,-87.10436794769447,2018-05-01 21:30:55.421539
42.24778440015679,-111.77022923459344,2019-12-06 23:58:02.986488
34.460487120167144,-81.19952609181549,2014-12-22 03:40:18.883874
48.106193251568286,-90.72188018294293,2014-10-10 13:06:25.200658
32.83513980380816,-107.48308371837658,2022-12-05 00:56:22.067743
40.23916548098476,-113.0509223769878,2023-03-10 19:45:38.438895
35.9335832857051,-85.00274602570668,2022-07-19 09:33:51.522844
41.337994271086714,-104.84775306992388,2015-08-09 00:49:09.507270
35.875003357134624,-109.91856293082448,2024-01-30 06:47:48.421684
33.82665074430284,-104.89082517329955,2014-10-06 04:49:02.109299
42.93032098698288,-108.31595127293315,2016-11-24 15:48:24.971851
38.44660397167339,-100.39210644685515,2015-02-02 07:46:51.530764
45.91541323775789,-69.78964660872916,2014-12-14 02:44:47.349275
38.147226058833624,-100.04339528617528,2023-09-27 21:55:54.418923
42.33576266293554,-113.48111827206074,2022-04-07 19:42:27.657929
40.86647971677877,-78.67666297722761,2015-01-17 02:25:16.708649
34.94467034135386,-116.45081613159776,2021-06-23 00:12:50.318770
34.32583893537255,-114.21998203349324,2022-07-22 13:26:45.948468
30.496889409069524,-95.49145769868863,2024-08-17 16:54:03.133257
39.54039478751707,-120.0016622243924,2014-05-26 05:37:44.208201
44.15784173361028,-110.5459932559186,2017-02-24 07:24:25.824523
34.578325112148804,-78.47368598851652,2019-09-07 17:33:16.499849
38.387856300377436,-116.18045207250587,2014-09-18 01:50:10.606424
28.91025065018615,-95.40350688026788,2024-03-03 12:09:14.531605
44.719284194319336,-122.53322491805916,2017-02-07 05:32:05.485518
41.39631340407264,-116.6926409087917,2024-04-07 22:09:52.556105
35.77495032055036,-119.57416883048018,2014-05-22 04:32:37.146289
42.30309904288629,-73.89347723851114,2018-05-31 02:19:04.049137
38.60264257515973,-100.64814365806123,2022-03-06 07:15:02.763488
40.39999115089694,-91.65371069650618,2023-09-23 16:58:35.191978
38.9136958588855,-83.72855802559633,2014-05-04 05:08:00.961222
37.14824510421309,-79.79633060816172,2020-06-17 00:03:01.186791
40.1974697606159,-94.89324477581292,2020-02-21 09:03:17.448590
37.13074973864744,-89.1265907158369,2015-05-04 05:19:54.089888
44.302898955721645,-89.74347580850437,2019-02-04 22:49:29.748620
40.914040113617034,-112.27100011659232,2016-08-14 22:03:20.330412
40.10998892408762,-74.44092138616669,2015-10-16 14:54:09.920386
36.03714857438176,-82.6364489105093,2024-03-07 23:53:27.312830
45.83573552036397,-90.99554933281091,2023-01-08 13:16:56.042610
45.138163794393165,-98.92669875906633,2023-08-16 02:45:37.631613
